show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_int
216,Movie,Shootout at Lokhandwala,Apoorva Lakhia,Amitabh Bachchan,India,2021-08-27,2007,TV-MA,116 min,"Action & Adventure, Dramas, International Movies","Based on a true story, this action film follows an incident that stunned a nation in the early 1990s. In Mumbai, India, the notorious gangster Maya holds off veteran cop Khan and a force of more than 200 policemen in a six-hour bloody gunfight.",116
217,Movie,Shor In the City,"Raj Nidimoru, Krishna D.K.",Sendhil Ramamurthy,India,2021-08-27,2011,TV-14,106 min,"Comedies, Dramas, Independent Movies","When three small-time Mumbai crooks steal a bag on a train, they find that it's filled with weapons and realize that their lives may be in danger.",106
218,Movie,The Dirty Picture,Milan Luthria,Vidya Balan,India,2021-08-27,2011,TV-14,145 min,"Comedies, Dramas, International Movies","After running away from home in search of movie stardom, a village girl rises to become a prominent sex symbol.",145
228,Movie,Really Love,Angel Kristi Williams,Kofi Siriboe,United States,2021-08-25,2020,TV-MA,95 min,"Dramas, Independent Movies, Romantic Movies",A rising Black painter tries to break into a competitive art world while balancing an unexpected romance with an ambitious law student.,95
229,Movie,The November Man,Roger Donaldson,Pierce Brosnan,"United States, United Kingdom",2021-08-25,2014,R,108 min,Action & Adventure,"An ex-CIA agent emerges from retirement to protect an important witness, but he soon discovers that old friends can make the most dangerous enemies.",108
230,Movie,The Old Ways,Christopher Alender,Brigitte Kali Canales,United States,2021-08-25,2020,TV-MA,90 min,Horror Movies,"A reporter visits her birthplace in Veracruz for a story about tribal culture, only to be kidnapped by locals who believe she's demonically possessed.",90
232,Movie,The Water Man,David Oyelowo,David Oyelowo,United States,2021-08-25,2021,PG,92 min,"Children & Family Movies, Dramas","Desperate to save his ailing mother, 11-year-old Gunner runs away from home on a quest to find a mythic figure rumored to have the power to cheat death.",92
234,Movie,Count Me In,Mark Lo,Unknown,United Kingdom,2021-08-24,2021,TV-MA,82 min,"Documentaries, Music & Musicals",This documentary features some of rock's greatest drummers as they come together in an inspiring rhythmic journey about the power of human connection.,82
248,Movie,Sweet Girl,Brian Andrew Mendoza,Jason Momoa,United States,2021-08-20,2021,R,110 min,"Action & Adventure, Dramas","He lost the love of his life to a pharmaceutical company's greed. Now his daughter is without a mother, and he's without justice. For now.",110
252,Movie,Like Crazy,Drake Doremus,Anton Yelchin,United States,2021-08-19,2011,PG-13,91 min,"Dramas, Independent Movies, Romantic Movies",A spirited exchange student and an American man fall in love in LA. But their romance faces an uphill battle when she is forced to return to England.,91
254,Movie,Bombay,Mani Ratnam,Arvind Swamy,India,2021-08-18,1995,TV-14,135 min,"Dramas, International Movies, Romantic Movies","Years after they elope against their family’s wishes, a couple and their sons become caught in the throes of conflict in their city.",135
260,Movie,Pahuna,Paakhi Tyrewala,Anmol Limbu,"India, Nepal",2021-08-18,2018,TV-PG,82 min,"Comedies, Dramas, International Movies","Fleeing unrest in their native Nepal, three young siblings separated from their parents must beat the odds to survive on their own in India.",82
265,Movie,Walk of Shame,Steve Brill,Elizabeth Banks,United States,2021-08-16,2014,R,94 min,"Comedies, Independent Movies","After a night of boozy carousing, a local newscaster finds herself stranded on the streets of LA just hours before the job interview of a lifetime.",94
268,Movie,The Piano,Jane Campion,Holly Hunter,"New Zealand, Australia, France, United States",2021-08-15,1993,R,121 min,"Classic Movies, Dramas, Independent Movies","With her daughter and her beloved piano in tow, a mute Scottish woman arrives in New Zealand, where a gruff loner sets out to seduce her.",121
271,Movie,Beckett,Ferdinando Cito Filomarino,John David Washington,"Italy, Brazil, Greece",2021-08-13,2021,TV-MA,110 min,Action & Adventure,An American tourist goes on the run in Greece after a tragic accident plunges him into a political conspiracy that makes him a target for assassination.,110
274,TV Show,Gone for Good,Juan Carlos Medina,Finnegan Oldfield,France,2021-08-13,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Ten years after losing two loved ones, a man is plunged into another dizzying mystery when his girlfriend vanishes. Based on a Harlan Coben novel.",1
277,TV Show,Valeria,Inma Torrente,Diana Gómez,Spain,2021-08-13,2021,TV-MA,2 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","A writer in creative and marital crises finds support from three friends, who are also discovering themselves. Based on the novels by Elísabet Benavent.",2
279,Movie,Lokillo: Nothing's the Same,Julián Gaviria,Lokillo Florez,Colombia,2021-08-12,2021,TV-MA,64 min,Stand-Up Comedy,"Through songs and puns, comedian Lokillo Florez hilariously reviews how Latin Americans have adjusted to a new world where no-hugging policies prevail.",64
280,Movie,Monster Hunter: Legends of the Guild,Steven Yamamoto,Ben Rausch,"United States, Japan",2021-08-12,2021,TV-PG,59 min,"Action & Adventure, Anime Features, Children & Family Movies","In a world where humans and fearsome monsters live in an uneasy balance, young hunter Aiden fights to save his village from destruction by a dragon.",59
282,Movie,Brother Jekwu,Charles Uwagbai,Mike Ezuruonye,Nigeria,2021-08-11,2016,TV-14,101 min,"Comedies, International Movies","Chasing wild success, a village hustler follows his cousin from Nigeria to Kenya and stumbles into the shady business affairs of a notorious overlord.",101
283,Movie,La diosa del asfalto,Julián Hernández,Ximena Romo,Mexico,2021-08-11,2020,TV-MA,127 min,"Dramas, Independent Movies, International Movies","A woman from a tough neighborhood outside Mexico City comes home a rock star, inadvertently provoking a confrontation with the ghosts of her past.",127
284,Movie,Misha and the Wolves,Sam Hobkinson,Unknown,"Belgium, United Kingdom",2021-08-11,2021,PG-13,90 min,"Documentaries, International Movies","As a little girl, she escaped the Holocaust and lived among wolves. Or did she? An extraordinary story elicits sympathy — then draws scrutiny.",90
285,Movie,The Kissing Booth 3,Vince Marcello,Joey King,"United Kingdom, United States",2021-08-11,2021,TV-14,114 min,"Comedies, Romantic Movies","Determined to make the most of her final summer before college, Elle plans the ultimate bucket list as she navigates what comes next with Noah and Lee.",114
286,Movie,The Railway Man,Jonathan Teplitzky,Colin Firth,"Switzerland, United Kingdom, Australia",2021-08-11,2013,R,108 min,"Dramas, International Movies","Decades after World War II, a still-shattered soldier unexpectedly falls in love and sees a bizarre coincidence bring his past back into focus.",108
291,Movie,Untold: Malice at the Palace,Floyd Russ,Unknown,United States,2021-08-10,2021,TV-MA,70 min,"Documentaries, Sports Movies","Key figures from an infamous 2004 incident between players and fans at an NBA game in Michigan discuss the fight, its fallout and its lasting legacy.",70
293,Movie,Quartet,Dustin Hoffman,Maggie Smith,United Kingdom,2021-08-08,2012,PG-13,98 min,"Comedies, Dramas, Independent Movies","To save their posh retirement home, former opera stars plan a gala recital — until the biggest diva among them refuses to sing.",98
294,Movie,Slay,Adze Ugah,Enhle Mbali,South Africa,2021-08-08,2021,TV-MA,86 min,"Comedies, International Movies, Romantic Movies","In pursuit of both success and validation, a group of tech-savvy individuals juggle intimate encounters, first impressions and romantic opportunities.",86
296,Movie,The Paper Tigers,Quoc Bao Tran,Alain Uy,United States,2021-08-07,2021,PG-13,111 min,"Action & Adventure, Comedies","After reuniting as middle-aged men, three kung-fu prodigies must set their differences aside and dust off their skills to avenge their beloved mentor.",111
298,TV Show,Navarasa,"Bejoy Nambiar, Priyadarshan, Karthik Narain, Vasanth Sai, Karthik Subbaraj, Arvind Swamy, Rathindran R Prasad, Sarjun, Gautham Vasudev Menon",Suriya,India,2021-08-06,2021,TV-MA,1 Season,TV Shows,"From amusement to awe, the nine human emotions of Indian aesthetic theory are explored in this anthology series.",1
299,Movie,Quam's Money,Kayode Kasum,Falz,Nigeria,2021-08-06,2020,TV-MA,115 min,"Comedies, Dramas, International Movies","In this sequel to ""New Money,"" Quam, a security guard turned multimillionaire, lives the good life with his fortune until he falls victim to fraud.",115
300,Movie,The Swarm,Just Philippot,Suliane Brahim,France,2021-08-06,2021,TV-14,102 min,"Horror Movies, Independent Movies, International Movies","A single mother breeds locusts as high-protein food, but has trouble getting them to reproduce — until she finds they have a taste for blood.",102
301,Movie,Vivo,"Kirk DeMicco, Brandon Jeffords",Lin-Manuel Miranda,"Canada, United States",2021-08-06,2021,PG,100 min,"Children & Family Movies, Music & Musicals",A music-loving kinkajou embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.,100
302,Movie,Chennai Express,Rohit Shetty,Shah Rukh Khan,India,2021-08-05,2013,TV-14,135 min,"Action & Adventure, Comedies, International Movies",What could have been a sad journey turns joyful for Rahul when he falls in love with a woman en route to submerging his grandfather's ashes.,135
303,Movie,City of God: 10 Years Later,"Cavi Borges, Luciano Vidigal",Unknown,Brazil,2021-08-05,2013,TV-MA,69 min,"Documentaries, International Movies","A decade after the seminal Brazilian film ""City of God,"" this documentary reunites some of the cast and crew to find out what paths their lives took.",69
304,Movie,Esperando la carroza,Alejandro Doria,Luis Brandoni,Argentina,2021-08-05,1985,TV-MA,95 min,"Comedies, Cult Movies, International Movies",Cora has three sons and a daughter and she´s almost 80. One day during a family reunion the big question comes up: who will be her heir?,95
305,Movie,Lady Boss: The Jackie Collins Story,Laura Fairrie,Jackie Collins,United Kingdom,2021-08-05,2021,TV-14,97 min,Documentaries,"""Queen of Sleaze"" or feminist pioneer? Powerhouse novelist Jackie Collins created a brash sex-positive persona while hiding her private struggles.",97
306,Movie,Tango Feroz,Marcelo Piñeyro,Fernán Mirás,"Argentina, Spain",2021-08-05,1993,TV-MA,124 min,"Classic Movies, Dramas, International Movies","One of the first rock stars in Argentina, Tango leads a full life during an era of social unrest – one of both glory and despair.",124
307,Movie,'76,Izu Ojukwu,Ramsey Nouah,Nigeria,2021-08-04,2016,TV-PG,118 min,"Dramas, International Movies","When her husband is accused of taking part in an attempted military coup, a pregnant woman's life takes an emotional turn. Inspired by true events.",118
308,Movie,Aftermath,Peter Winther,Ashley Greene,United States,2021-08-04,2021,TV-MA,115 min,Horror Movies,"Desperate to save their marriage, a young couple takes a deal and moves into their dream home, but disturbing events reveal the house's troubled history.",115
309,Movie,American Masters: Inventing David Geffen,Susan Lacy,David Geffen,United States,2021-08-04,2012,TV-MA,115 min,Movies,"The son of Jewish immigrants, David Geffen emerged from a humble upbringing to become one of the most powerful media personalities in America.",115
311,TV Show,Cocaine Cowboys: The Kings of Miami,Billy Corben,Unknown,United States,2021-08-04,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries",Two childhood friends go from high school dropouts to the most powerful drug kingpins in Miami in this true story of a crime saga that spanned decades.,1
315,Movie,Heavy,James Mangold,Pruitt Taylor Vince,United States,2021-08-03,1995,R,104 min,"Dramas, Independent Movies, Romantic Movies",Overweight Victor hides from the world making pizzas in his mother's gloomy dive until a new waitress blows in and disrupts his isolation.,104
316,Movie,Ije: The Journey,Chineze Anyaene,Genevieve Nnaji,"United States, Nigeria",2021-08-03,2010,TV-MA,106 min,"Dramas, International Movies","When her sister is accused of multiple murders, a Nigerian woman travels to Los Angeles to uncover the truth and fight for her sibling’s freedom.",106
317,TV Show,Office Girls,Hsu Fu-chun,Roy Chiu,Taiwan,2021-08-03,2011,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","A department store mogul has his son work incognito in a menial job to prove his worthiness, while female co-workers teach him how normal people live.",1
318,Movie,Pray Away,Kristine Stolakis,Unknown,United States,2021-08-03,2021,PG-13,102 min,"Documentaries, LGBTQ Movies","Ex-leaders and a survivor of the so-called ""conversion therapy"" movement speak out about its harm to the LGBTQ+ community and its devastating persistence.",102
